name,source,expected_attack_class,disclosure_date,notes
ray-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
zNumpy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
superSqlalchemy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiMypy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
smartSqlalchemy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
neoClick,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyTensorflow,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
neoDjango,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
poencv,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
torch2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requuests,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
numpy2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
polars-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xgboost-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
neoPytestasyncio,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
flask2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xPrecommit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
boto3-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
uvicorn-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
kafka-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pyMlflow,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
zBoto3,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperBoto3,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastDask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ultraFastapi,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
redis-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-bindings,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
deepGensim,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xWheel,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
deepSpacy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
transformers-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextTox,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
flask-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twie,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simpleStarlette,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
smartTwine,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
rufff,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
